user_id,algorithm,rank,item_id,score
27305,UserCF,1,2956909,0.6969
27305,UserCF,2,2303768,0.6664
27305,UserCF,3,1482535,0.5443
27305,ItemCF,1,2956909,0.276
27305,ItemCF,2,842197,0.2722
27305,ItemCF,3,849518,0.2582
27359,UserCF,1,1506122,0.6667
27359,UserCF,2,3688170,0.5477
27359,UserCF,3,1010744,0.5222
27359,ItemCF,1,3688170,0.2928
27359,ItemCF,2,2963566,0.2582
27359,ItemCF,3,1010744,0.2236
27367,UserCF,1,1772158,0.6667
27367,UserCF,2,455374,0.6667
27367,UserCF,3,2605467,0.5
27367,ItemCF,1,455374,0.4
27367,ItemCF,2,2605467,0.3536
27367,ItemCF,3,2407767,0.2236
27479,UserCF,1,4015620,0.4082
27479,UserCF,2,1576207,0.4082
27479,UserCF,3,2850806,0.3536
27479,ItemCF,1,4069017,0.2582
27479,ItemCF,2,3500289,0.2582
27479,ItemCF,3,1576207,0.2582
27549,UserCF,1,2343757,1.3856
27549,UserCF,2,1924468,1.1498
27549,UserCF,3,145860,0.9246
27549,ItemCF,1,2343757,0.3608
27549,ItemCF,2,3496706,0.3381
27549,ItemCF,3,11438,0.3086
27637,UserCF,1,2979334,0.6325
27637,UserCF,2,4443059,0.6124
27637,UserCF,3,3121645,0.5
27637,ItemCF,1,2979334,0.1768
27637,ItemCF,2,3978968,0.1715
27637,ItemCF,3,4653622,0.1443
27646,UserCF,1,137888,0.6396
27646,UserCF,2,3154594,0.5
27646,UserCF,3,3148749,0.5
27646,ItemCF,1,3154594,0.1132
27646,ItemCF,2,2421709,0.1132
27646,ItemCF,3,524909,0.1132
27746,UserCF,1,2364679,0.6708
27746,UserCF,2,441950,0.6708
27746,UserCF,3,3769445,0.6124
27746,ItemCF,1,441950,0.3536
27746,ItemCF,2,4840722,0.3536
27746,ItemCF,3,2535046,0.2887
27829,UserCF,1,105055,1.8512
27829,UserCF,2,1962765,1.2582
27829,UserCF,3,1441528,1.0
27829,ItemCF,1,4992191,0.4472
27829,ItemCF,2,1441528,0.3235
27829,ItemCF,3,105055,0.2679
27833,UserCF,1,2642113,0.9082
27833,UserCF,2,3107723,0.8536
27833,UserCF,3,4622270,0.8536
27833,ItemCF,1,3107723,0.448
27833,ItemCF,2,673866,0.1637
27833,ItemCF,3,2006438,0.1429
27992,UserCF,1,3711309,0.5669
27992,UserCF,2,4505717,0.5
27992,UserCF,3,1919283,0.5
27992,ItemCF,1,1253291,0.4082
27992,ItemCF,2,799466,0.25
27992,ItemCF,3,3711309,0.2372
28132,UserCF,1,3080593,0.6325
28132,UserCF,2,2101968,0.6325
28132,UserCF,3,1140942,0.5657
28132,ItemCF,1,1140942,0.3162
28132,ItemCF,2,347441,0.2535
28132,ItemCF,3,4572617,0.2279
28247,UserCF,1,3339954,0.5
28247,UserCF,2,3451845,0.5
28247,UserCF,3,3011437,0.3162
28247,ItemCF,1,3625990,0.2887
28247,ItemCF,2,3339954,0.2582
28247,ItemCF,3,3451845,0.2041
28260,UserCF,1,2632862,0.5
28260,UserCF,2,4240769,0.5
28260,ItemCF,1,2632862,0.7071
28260,ItemCF,2,4240769,0.3162
28411,UserCF,1,4695962,1.0
28411,UserCF,2,3711309,0.5669
28411,UserCF,3,2821308,0.5
28411,ItemCF,1,4695962,0.378
28411,ItemCF,2,3711309,0.3354
28411,ItemCF,3,3638094,0.189
28446,UserCF,1,2113845,1.423
28446,UserCF,2,158169,1.1339
28446,UserCF,3,87843,0.7243
28446,ItemCF,1,158169,0.3038
28446,ItemCF,2,2113845,0.2724
28446,ItemCF,3,842197,0.2611
28562,UserCF,1,1023553,1.2467
28562,UserCF,2,3665269,0.9976
28562,UserCF,3,3676378,0.809
28562,ItemCF,1,1023553,0.4536
28562,ItemCF,2,842197,0.3266
28562,ItemCF,3,4580112,0.2828
29004,UserCF,1,587994,0.9487
29004,UserCF,2,674193,0.7873
29004,UserCF,3,1561974,0.5744
29004,ItemCF,1,1561974,0.4658
29004,ItemCF,2,4074749,0.4472
29004,ItemCF,3,587994,0.353
29206,UserCF,1,207994,0.7236
29206,UserCF,2,4876003,0.5345
29206,UserCF,3,1594149,0.5345
29206,ItemCF,1,4525122,0.3333
29206,ItemCF,2,1844053,0.2582
29206,ItemCF,3,1594149,0.2357
29228,UserCF,1,137888,0.8944
29228,UserCF,2,3119053,0.8944
29228,UserCF,3,2969797,0.6708
29228,ItemCF,1,3119053,0.5774
29228,ItemCF,2,137888,0.5164
29228,ItemCF,3,2969797,0.4082
29229,UserCF,1,2818406,0.7416
29229,UserCF,2,342576,0.644
29229,UserCF,3,5096011,0.5477
29229,ItemCF,1,4714261,0.2143
29229,ItemCF,2,5096011,0.1961
29229,ItemCF,3,1906063,0.1925
29234,UserCF,1,944411,0.6325
29234,UserCF,2,3084376,0.5
29234,UserCF,3,1458507,0.5
29234,ItemCF,1,1458507,0.3536
29234,ItemCF,2,944411,0.2
29234,ItemCF,3,1113297,0.1667
29489,UserCF,1,4219087,0.8162
29489,UserCF,2,2856036,0.5774
29489,UserCF,3,3823922,0.5774
29489,ItemCF,1,2856036,0.4714
29489,ItemCF,2,2881695,0.3536
29489,ItemCF,3,4927282,0.2887
29567,UserCF,1,3629316,0.6667
29567,UserCF,2,1136613,0.6667
29567,UserCF,3,2037066,0.5774
29567,ItemCF,1,1136613,0.5
29567,ItemCF,2,1875315,0.2041
29567,ItemCF,3,3629316,0.1826
29627,UserCF,1,4123377,0.8528
29627,UserCF,2,4995850,0.6396
29627,UserCF,3,5083960,0.6396
29627,ItemCF,1,4123377,0.5583
29627,ItemCF,2,4995850,0.4629
29627,ItemCF,3,1987784,0.4009
29642,UserCF,1,4256822,1.2247
29642,UserCF,2,4839658,1.1921
29642,UserCF,3,3256898,0.7698
29642,ItemCF,1,4256822,0.3343
29642,ItemCF,2,4839658,0.2863
29642,ItemCF,3,4663820,0.2857
29806,UserCF,1,5128303,1.1708
29806,UserCF,2,2338453,0.9733
29806,UserCF,3,1335684,0.6708
29806,ItemCF,1,19459,0.5398
29806,ItemCF,2,1146774,0.3414
29806,ItemCF,3,1403967,0.3117
29941,UserCF,1,4539052,0.4082
29941,UserCF,2,3701586,0.4082
29941,UserCF,3,631058,0.4082
29941,ItemCF,1,5105730,0.378
29941,ItemCF,2,631058,0.25
29941,ItemCF,3,1532176,0.2182
30016,UserCF,1,4747313,0.9
30016,UserCF,2,3919771,0.6708
30016,UserCF,3,3011437,0.6708
30016,ItemCF,1,4747313,0.6
30016,ItemCF,2,3919771,0.3464
30016,ItemCF,3,913199,0.3464
30247,UserCF,1,4014543,0.7071
30247,UserCF,2,4971547,0.7071
30247,UserCF,3,128495,0.6959
30247,ItemCF,1,4971547,0.3954
30247,ItemCF,2,4014543,0.3085
30247,ItemCF,3,3477139,0.2887
30328,UserCF,1,1009464,2.0
30328,UserCF,2,4078440,0.686
30328,UserCF,3,3078532,0.6708
30328,ItemCF,1,3078532,0.4121
30328,ItemCF,2,410974,0.4082
30328,ItemCF,3,1009464,0.3947
30357,UserCF,1,402163,0.6325
30357,UserCF,2,3769445,0.6124
30357,UserCF,3,866111,0.6124
30357,ItemCF,1,2804910,0.2887
30357,ItemCF,2,1066843,0.2041
30357,ItemCF,3,866111,0.1826
30481,UserCF,1,4216439,0.8556
30481,UserCF,2,866111,0.5222
30481,UserCF,3,2182145,0.4714
30481,ItemCF,1,2182145,0.3381
30481,ItemCF,2,3427304,0.2774
30481,ItemCF,3,4113687,0.2774
30752,UserCF,1,2174909,0.4851
30752,UserCF,2,3942769,0.4743
30752,UserCF,3,2261537,0.4714
30752,ItemCF,1,2174909,0.4472
30752,ItemCF,2,2261537,0.2902
30752,ItemCF,3,5115689,0.2357
30907,UserCF,1,44258,0.6325
30907,UserCF,2,1047955,0.6325
30907,UserCF,3,4603364,0.5
30907,ItemCF,1,44258,0.3086
30907,ItemCF,2,1047955,0.2357
30907,ItemCF,3,3152740,0.2357
30938,UserCF,1,4014543,0.866
30938,UserCF,2,4971547,0.866
30938,UserCF,3,2338453,0.863
30938,ItemCF,1,3667098,0.508
30938,ItemCF,2,4971547,0.3954
30938,ItemCF,3,5045806,0.3333
30979,UserCF,1,4635650,1.0954
30979,UserCF,2,3251448,0.6708
30979,UserCF,3,4589811,0.5
30979,ItemCF,1,4635650,0.4615
30979,ItemCF,2,3414407,0.3922
30979,ItemCF,3,5149791,0.3203
31067,UserCF,1,291699,1.1925
31067,UserCF,2,1131455,0.8485
31067,UserCF,3,3619936,0.8326
31067,ItemCF,1,3619936,0.6016
31067,ItemCF,2,291699,0.4629
31067,ItemCF,3,1131455,0.4447
31175,UserCF,1,1943054,0.6325
31175,UserCF,2,2744966,0.5
31175,UserCF,3,780508,0.5
31175,ItemCF,1,1943054,0.5774
31175,ItemCF,2,780508,0.2582
31175,ItemCF,3,2834927,0.169
31244,UserCF,1,5132521,0.7618
31244,UserCF,2,5075927,0.6396
31244,UserCF,3,37566,0.6124
31244,ItemCF,1,4052292,0.3162
31244,ItemCF,2,37566,0.2739
31244,ItemCF,3,3172409,0.2236
31264,UserCF,1,1852050,0.8165
31264,UserCF,2,4041131,0.686
31264,UserCF,3,4016601,0.6708
31264,ItemCF,1,1852050,0.4126
31264,ItemCF,2,4016601,0.3873
31264,ItemCF,3,4041131,0.3578
31286,UserCF,1,2285524,1.0
31286,UserCF,2,998153,0.5774
31286,UserCF,3,4400371,0.5
31286,ItemCF,1,3582521,0.3333
31286,ItemCF,2,3964631,0.2041
31286,ItemCF,3,3756418,0.1925
31440,UserCF,1,4313336,0.6124
31440,UserCF,2,4793966,0.5
31440,UserCF,3,3878792,0.5
31440,ItemCF,1,4313336,0.3273
31440,ItemCF,2,3173831,0.2887
31440,ItemCF,3,2426809,0.2673
31462,UserCF,1,2246563,0.9
31462,UserCF,2,4192106,0.8216
31462,UserCF,3,1692072,0.8216
31462,ItemCF,1,2246563,0.6396
31462,ItemCF,2,2589612,0.5222
31462,ItemCF,3,4192106,0.4523
31591,UserCF,1,5009650,0.6489
31591,UserCF,2,3114069,0.5
31591,UserCF,3,1918497,0.5
31591,ItemCF,1,5009650,0.276
31591,ItemCF,2,2527612,0.2673
31591,ItemCF,3,1398644,0.2041
31781,UserCF,1,1962765,1.305
31781,UserCF,2,779670,0.866
31781,UserCF,3,1876212,0.7217
31781,ItemCF,1,5045806,0.3333
31781,ItemCF,2,1962765,0.3266
31781,ItemCF,3,779670,0.3235
31859,UserCF,1,4830507,0.5
31859,UserCF,2,3143527,0.5
31859,UserCF,3,4747313,0.5
31859,ItemCF,1,4830507,0.2132
31859,ItemCF,2,3143527,0.1961
31859,ItemCF,3,4747313,0.0925
31887,UserCF,1,2044918,1.0
31887,UserCF,2,724262,0.6124
31887,UserCF,3,4777971,0.5
31887,ItemCF,1,2044918,0.3746
31887,ItemCF,2,1952529,0.2041
31887,ItemCF,3,3881141,0.1826
31914,UserCF,1,4957887,0.866
31914,UserCF,2,2900535,0.5941
31914,UserCF,3,566916,0.5774
31914,ItemCF,1,2900535,0.5262
31914,ItemCF,2,1004961,0.4781
31914,ItemCF,3,3729186,0.4472
31935,UserCF,1,3077274,0.5
31935,UserCF,2,1893423,0.5
31935,UserCF,3,3850423,0.4082
31935,ItemCF,1,1893423,0.3536
31935,ItemCF,2,3077274,0.2182
31935,ItemCF,3,197872,0.1667
31970,UserCF,1,74876,1.186
31970,UserCF,2,4224639,0.686
31970,UserCF,3,2895100,0.5
31970,ItemCF,1,2895100,0.4472
31970,ItemCF,2,74876,0.3475
31970,ItemCF,3,1928591,0.2582
32105,UserCF,1,2378296,0.8485
32105,UserCF,2,3840397,0.8216
32105,UserCF,3,4837172,0.6708
32105,ItemCF,1,4417271,0.5016
32105,ItemCF,2,4479133,0.4845
32105,ItemCF,3,2023128,0.3612
32332,UserCF,1,2061699,0.6667
32332,UserCF,2,4969699,0.5
32332,UserCF,3,1571318,0.5
32332,ItemCF,1,1571318,0.2887
32332,ItemCF,2,274924,0.2673
32332,ItemCF,3,2061699,0.2632
32387,UserCF,1,4258782,0.9487
32387,UserCF,2,4886026,0.9045
32387,UserCF,3,4576492,0.9045
32387,ItemCF,1,4576492,0.4867
32387,ItemCF,2,4258782,0.1987
32387,ItemCF,3,1020737,0.1987
32607,UserCF,1,3920968,0.4082
32607,UserCF,2,3791442,0.3536
32607,UserCF,3,3142142,0.3536
32607,ItemCF,1,2969058,0.2887
32607,ItemCF,2,3423603,0.2887
32607,ItemCF,3,2129454,0.2887
32672,UserCF,1,833841,0.6708
32672,UserCF,2,1482535,0.6667
32672,UserCF,3,1248649,0.5883
32672,ItemCF,1,833841,0.378
32672,ItemCF,2,2656847,0.3162
32672,ItemCF,3,1482535,0.2864
32711,UserCF,1,65132,0.6124
32711,UserCF,2,2094080,0.5
32711,UserCF,3,779670,0.5
32711,ItemCF,1,469241,0.3536
32711,ItemCF,2,65132,0.2739
32711,ItemCF,3,1336167,0.25
32830,UserCF,1,4336726,0.5749
32830,UserCF,2,331318,0.5477
32830,UserCF,3,4211339,0.5477
32830,ItemCF,1,4468885,0.5
32830,ItemCF,2,3173831,0.2887
32830,ItemCF,3,4095732,0.25
32878,UserCF,1,4366730,1.46
32878,UserCF,2,4681909,1.1767
32878,UserCF,3,2867204,1.0407
32878,ItemCF,1,4366730,0.3073
32878,ItemCF,2,1808993,0.1961
32878,ItemCF,3,2484493,0.1715
32943,UserCF,1,342576,0.7887
32943,UserCF,2,5096011,0.6708
32943,UserCF,3,3761770,0.5774
32943,ItemCF,1,1913803,0.4082
32943,ItemCF,2,3175160,0.2887
32943,ItemCF,3,5096011,0.1961
33004,UserCF,1,735415,0.5
33004,UserCF,2,612993,0.5
33004,UserCF,3,4168202,0.4082
33004,ItemCF,1,4168202,0.25
33004,ItemCF,2,612993,0.2236
33004,ItemCF,3,3266415,0.2041
33033,UserCF,1,1702754,0.9286
33033,UserCF,2,4535021,0.6124
33033,UserCF,3,1668172,0.6124
33033,ItemCF,1,1702754,0.378
33033,ItemCF,2,1574965,0.2673
33033,ItemCF,3,1668172,0.2535
33345,UserCF,1,2523496,0.6124
33345,UserCF,2,4157274,0.5
33345,UserCF,3,2452795,0.5
33345,ItemCF,1,2523496,0.3638
33345,ItemCF,2,3909833,0.3536
33345,ItemCF,3,2741165,0.2582
33519,UserCF,1,2088555,0.6325
33519,UserCF,2,2332261,0.5345
33519,UserCF,3,4017221,0.5
33519,ItemCF,1,2088555,0.3333
33519,ItemCF,2,2332261,0.2887
33519,ItemCF,3,1075959,0.25
33601,UserCF,1,3084376,1.5
33601,UserCF,2,3783464,1.2053
33601,UserCF,3,207994,0.9428
33601,ItemCF,1,4225949,0.3162
33601,ItemCF,2,3084376,0.2657
33601,ItemCF,3,3878031,0.2582
33628,UserCF,1,2343757,1.6971
33628,UserCF,2,781519,1.2247
33628,UserCF,3,145860,1.1325
33628,ItemCF,1,2343757,0.3608
33628,ItemCF,2,3148234,0.3333
33628,ItemCF,3,3404554,0.2357
33638,UserCF,1,999712,0.686
33638,UserCF,2,3675318,0.5
33638,UserCF,3,1945599,0.5
33638,ItemCF,1,999712,0.2887
33638,ItemCF,2,1419624,0.1443
33638,ItemCF,3,1945599,0.0772
33678,UserCF,1,4109268,0.6708
33678,UserCF,2,2965187,0.6708
33678,UserCF,3,2789215,0.6708
33678,ItemCF,1,4109268,0.7833
33678,ItemCF,2,58511,0.433
33678,ItemCF,3,1702430,0.3873
33724,UserCF,1,4852262,0.9
33724,UserCF,2,344058,0.8485
33724,UserCF,3,144579,0.7746
33724,ItemCF,1,4852262,0.7526
33724,ItemCF,2,344058,0.5883
33724,ItemCF,3,144579,0.3922
33790,UserCF,1,303311,1.3856
33790,UserCF,2,4397300,0.5222
33790,UserCF,3,1282885,0.5222
33790,ItemCF,1,303311,0.4949
33790,ItemCF,2,1282885,0.3273
33790,ItemCF,3,2658198,0.3162
33857,UserCF,1,1720105,1.1708
33857,UserCF,2,5110762,0.6396
33857,UserCF,3,1044710,0.6325
33857,ItemCF,1,1720105,0.2965
33857,ItemCF,2,1044710,0.2182
33857,ItemCF,3,5110762,0.208
33875,UserCF,1,3011437,1.3611
33875,UserCF,2,3084376,1.2247
33875,UserCF,3,1992230,1.2247
33875,ItemCF,1,1992230,0.4845
33875,ItemCF,2,3084376,0.2657
33875,ItemCF,3,3011437,0.2321
34190,UserCF,1,4584714,0.5
34190,UserCF,2,974192,0.5
34190,UserCF,3,2899794,0.4082
34190,ItemCF,1,4584714,0.3162
34190,ItemCF,2,974192,0.2357
34190,ItemCF,3,2899794,0.1741
34217,UserCF,1,3175160,0.686
34217,UserCF,2,2376866,0.686
34217,UserCF,3,2644984,0.5
34217,ItemCF,1,3175160,0.4472
34217,ItemCF,2,2376866,0.3143
34217,ItemCF,3,4707756,0.1826
34248,UserCF,1,2032668,2.3777
34248,UserCF,2,3711309,0.6708
34248,UserCF,3,4112015,0.6325
34248,ItemCF,1,2032668,0.448
34248,ItemCF,2,2900535,0.2308
34248,ItemCF,3,4112015,0.2097
34299,UserCF,1,255748,1.0
34299,UserCF,2,2783905,0.9082
34299,UserCF,3,2529069,0.6708
34299,ItemCF,1,2068350,0.3086
34299,ItemCF,2,4415628,0.2673
34299,ItemCF,3,1602246,0.189
34633,UserCF,1,890126,1.3165
34633,UserCF,2,3937204,0.864
34633,UserCF,3,3727905,0.7618
34633,ItemCF,1,1270357,0.2727
34633,ItemCF,2,5024842,0.1857
34633,ItemCF,3,890126,0.1762
34643,UserCF,1,185319,0.9487
34643,UserCF,2,2667139,0.7071
34643,UserCF,3,2523496,0.7071
34643,ItemCF,1,1336167,0.1291
34643,ItemCF,2,185319,0.1257
34643,ItemCF,3,4559286,0.0778
34665,UserCF,1,5062984,1.3569
34665,UserCF,2,5051027,1.0407
34665,UserCF,3,2304016,0.8165
34665,ItemCF,1,2304016,0.4602
34665,ItemCF,2,1813380,0.2611
34665,ItemCF,3,1789637,0.25
34697,UserCF,1,3488746,1.5
34697,UserCF,2,4795978,0.6325
34697,UserCF,3,4873821,0.5
34697,ItemCF,1,3488746,0.624
34697,ItemCF,2,4873821,0.189
34697,ItemCF,3,4673589,0.189
34729,UserCF,1,2315069,0.6708
34729,UserCF,2,1779906,0.6325
34729,UserCF,3,4338890,0.5
34729,ItemCF,1,2315069,0.2774
34729,ItemCF,2,1779906,0.2722
34729,ItemCF,3,4338890,0.2582
34967,UserCF,1,3160234,0.9082
34967,UserCF,2,934383,0.6708
34967,UserCF,3,2399380,0.6396
34967,ItemCF,1,2399380,0.3873
34967,ItemCF,2,934383,0.3586
34967,ItemCF,3,3160234,0.2673
34978,UserCF,1,2842089,1.2247
34978,UserCF,2,2661210,1.2247
34978,UserCF,3,3330337,0.5774
34978,ItemCF,1,2842089,0.5322
34978,ItemCF,2,2661210,0.4281
34978,ItemCF,3,5133563,0.1667
35024,UserCF,1,94892,0.8165
35024,UserCF,2,347441,0.6885
35024,UserCF,3,3724318,0.6667
35024,ItemCF,1,3077956,0.3162
35024,ItemCF,2,739518,0.25
35024,ItemCF,3,344545,0.25
35571,UserCF,1,4777971,1.423
35571,UserCF,2,2726951,0.7618
35571,UserCF,3,4879988,0.686
35571,ItemCF,1,4777971,0.377
35571,ItemCF,2,4879988,0.2828
35571,ItemCF,3,2940055,0.2739
35610,UserCF,1,2583697,0.6667
35610,UserCF,2,2979334,0.5774
35610,UserCF,3,4308923,0.5
35610,ItemCF,1,2979334,0.3162
35610,ItemCF,2,2811801,0.3162
35610,ItemCF,3,2583697,0.305
35685,UserCF,1,3095424,1.0
35685,UserCF,2,646444,0.75
35685,UserCF,3,3172018,0.6396
35685,ItemCF,1,646444,0.2986
35685,ItemCF,2,121862,0.25
35685,ItemCF,3,4840722,0.189
35696,UserCF,1,4366730,1.0324
35696,UserCF,2,4681909,0.8321
35696,UserCF,3,2161188,0.7071
35696,ItemCF,1,4983944,0.4082
35696,ItemCF,2,4366730,0.3073
35696,ItemCF,3,4121514,0.2887
35740,UserCF,1,1794578,0.6667
35740,UserCF,2,3713574,0.5477
35740,UserCF,3,4744994,0.5164
35740,ItemCF,1,911099,0.2357
35740,ItemCF,2,106213,0.2357
35740,ItemCF,3,4806729,0.2182
35834,UserCF,1,448625,1.1396
35834,UserCF,2,3243661,0.686
35834,UserCF,3,219239,0.6667
35834,ItemCF,1,559897,0.4629
35834,ItemCF,2,448625,0.3381
35834,ItemCF,3,3243661,0.3162
35927,UserCF,1,724262,0.6124
35927,UserCF,2,1772158,0.5
35927,UserCF,3,44258,0.2041
35927,ItemCF,1,44258,0.0867
35927,ItemCF,2,867034,0.0867
35927,ItemCF,3,724262,0.0784
36045,UserCF,1,3434248,1.3887
36045,UserCF,2,4846705,0.6396
36045,UserCF,3,3936977,0.6396
36045,ItemCF,1,3434248,0.5162
36045,ItemCF,2,3906181,0.378
36045,ItemCF,3,4318526,0.3441
36106,UserCF,1,2973853,0.8581
36106,UserCF,2,3169413,0.6708
36106,UserCF,3,1789314,0.6708
36106,ItemCF,1,2973853,0.7606
36106,ItemCF,2,2923469,0.6172
36106,ItemCF,3,1789314,0.4629
36134,UserCF,1,2303768,0.6969
36134,UserCF,2,970418,0.5477
36134,UserCF,3,2845198,0.5477
36134,ItemCF,1,2845198,0.5
36134,ItemCF,2,4620408,0.3536
36134,ItemCF,3,3347345,0.3536
36162,UserCF,1,72977,1.3587
36162,UserCF,2,1131455,0.8165
36162,UserCF,3,2408458,0.7416
36162,ItemCF,1,72977,0.5443
36162,ItemCF,2,2661917,0.3086
36162,ItemCF,3,2543726,0.2887
36186,UserCF,1,4443059,0.9204
36186,UserCF,2,2081659,0.9
36186,UserCF,3,2857790,0.6708
36186,ItemCF,1,2081659,0.7252
36186,ItemCF,2,5067429,0.4009
36186,ItemCF,3,4443059,0.3631
36261,UserCF,1,868744,0.8677
36261,UserCF,2,2451759,0.7334
36261,UserCF,3,1353934,0.686
36261,ItemCF,1,868744,0.7127
36261,ItemCF,2,4485770,0.6172
36261,ItemCF,3,2451759,0.6172
36398,UserCF,1,1962765,1.6276
36398,UserCF,2,692510,1.0324
36398,UserCF,3,4641554,1.0062
36398,ItemCF,1,692510,0.5249
36398,ItemCF,2,974004,0.4082
36398,ItemCF,3,2216680,0.2913
36401,UserCF,1,2135473,1.5
36401,UserCF,2,2324443,0.6124
36401,UserCF,3,2796677,0.5
36401,ItemCF,1,2135473,0.7833
36401,ItemCF,2,2324443,0.2835
36401,ItemCF,3,4374545,0.25
36742,UserCF,1,3455676,0.8944
36742,UserCF,2,2818406,0.8944
36742,UserCF,3,345622,0.6708
36742,ItemCF,1,3455676,1.1547
36742,ItemCF,2,345622,0.4082
36742,ItemCF,3,4479636,0.3563
36773,UserCF,1,3070037,0.6708
36773,UserCF,2,4015620,0.6708
36773,UserCF,3,3873626,0.5883
36773,ItemCF,1,3873626,0.4009
36773,ItemCF,2,460586,0.3536
36773,ItemCF,3,3070037,0.2774
36877,UserCF,1,3571152,0.7416
36877,UserCF,2,2509770,0.7416
36877,UserCF,3,2006527,0.5601
36877,ItemCF,1,2006527,0.8
36877,ItemCF,2,1381912,0.378
36877,ItemCF,3,1823649,0.3563
36933,UserCF,1,5147208,0.6325
36933,UserCF,2,2115332,0.5303
36933,UserCF,3,4472519,0.5
36933,ItemCF,1,5147208,0.3333
36933,ItemCF,2,2115332,0.2509
36933,ItemCF,3,4603364,0.2236
37015,UserCF,1,3708121,1.5
37015,UserCF,2,29564,0.5
37015,UserCF,3,4015620,0.5
37015,ItemCF,1,3708121,0.4001
37015,ItemCF,2,698037,0.2085
37015,ItemCF,3,4407522,0.1474
37086,UserCF,1,3716622,0.6325
37086,UserCF,2,2204577,0.6325
37086,UserCF,3,2161862,0.5345
37086,ItemCF,1,2161862,0.6928
37086,ItemCF,2,1906063,0.4899
37086,ItemCF,3,19459,0.4243
37166,UserCF,1,5075927,1.46
37166,UserCF,2,4777971,1.423
37166,UserCF,3,2726951,0.7618
37166,ItemCF,1,5075927,0.4413
37166,ItemCF,2,4777971,0.377
37166,ItemCF,3,2499271,0.2774
37224,UserCF,1,1583704,1.0325
37224,UserCF,2,4653444,0.8677
37224,UserCF,3,2204577,0.8485
37224,ItemCF,1,4237756,0.4472
37224,ItemCF,2,1809562,0.4423
37224,ItemCF,3,2856386,0.4339
37300,UserCF,1,1206898,0.6325
37300,UserCF,2,4061696,0.5443
37300,UserCF,3,3762493,0.5
37300,ItemCF,1,4061696,0.5164
37300,ItemCF,2,1037004,0.3873
37300,ItemCF,3,1206898,0.3536
37349,UserCF,1,2601044,1.8409
37349,UserCF,2,5099668,1.423
37349,UserCF,3,2314769,0.8536
37349,ItemCF,1,5099668,0.5095
37349,ItemCF,2,4270934,0.416
37349,ItemCF,3,841487,0.2631
37372,UserCF,1,3634446,1.3587
37372,UserCF,2,1493627,0.956
37372,UserCF,3,2762212,0.7514
37372,ItemCF,1,3634446,0.313
37372,ItemCF,2,1636676,0.2357
37372,ItemCF,3,1493627,0.1929
37417,UserCF,1,3202162,0.7618
37417,UserCF,2,3803465,0.6708
37417,UserCF,3,4504505,0.6667
37417,ItemCF,1,4587798,0.3223
37417,ItemCF,2,3202162,0.3107
37417,ItemCF,3,1877844,0.2887
37629,UserCF,1,2118946,0.6325
37629,UserCF,2,705200,0.5477
37629,UserCF,3,2528640,0.5
37629,ItemCF,1,2490237,0.3556
37629,ItemCF,2,2118946,0.3086
37629,ItemCF,3,593972,0.2673
37757,UserCF,1,1234475,1.46
37757,UserCF,2,3335233,1.2247
37757,UserCF,3,974892,1.2247
37757,ItemCF,1,974892,0.5196
37757,ItemCF,2,3335233,0.4743
37757,ItemCF,3,1234475,0.3586
37819,UserCF,1,1131455,1.5
37819,UserCF,2,3874478,0.6325
37819,UserCF,3,2671601,0.5774
37819,ItemCF,1,1131455,0.5095
37819,ItemCF,2,2671601,0.2425
37819,ItemCF,3,2600955,0.2425
37961,UserCF,1,402163,0.6325
37961,UserCF,2,3769445,0.6124
37961,UserCF,3,866111,0.6124
37961,ItemCF,1,5114389,0.2887
37961,ItemCF,2,218401,0.2887
37961,ItemCF,3,898106,0.2582
38147,UserCF,1,1036148,0.6325
38147,UserCF,2,2187072,0.5
38147,UserCF,3,1493627,0.5
38147,ItemCF,1,2228609,0.2887
38147,ItemCF,2,3219659,0.2582
38147,ItemCF,3,1004961,0.2182
38229,UserCF,1,3429244,0.5
38229,UserCF,2,4946302,0.3536
38229,UserCF,3,4190680,0.3536
38229,ItemCF,1,4654136,0.25
38229,ItemCF,2,4190680,0.189
38229,ItemCF,3,2555853,0.189
38328,UserCF,1,2200475,1.2344
38328,UserCF,2,2156592,0.6396
38328,UserCF,3,194421,0.6396
38328,ItemCF,1,4098490,0.4126
38328,ItemCF,2,2200475,0.369
38328,ItemCF,3,2636544,0.3162
38345,UserCF,1,94892,0.8165
38345,UserCF,2,5070496,0.7416
38345,UserCF,3,3724318,0.6667
38345,ItemCF,1,1639133,0.5443
38345,ItemCF,2,813121,0.4444
38345,ItemCF,3,4498633,0.4201
38350,UserCF,1,4649427,0.9082
38350,UserCF,2,3139742,0.5
38350,UserCF,3,2364679,0.5
38350,ItemCF,1,4225949,0.3162
38350,ItemCF,2,3878031,0.2582
38350,ItemCF,3,2061482,0.1826
38578,UserCF,1,1923737,0.6325
38578,UserCF,2,2985484,0.5
38578,UserCF,3,3469419,0.5
38578,ItemCF,1,1923737,0.3333
38578,ItemCF,2,3246591,0.2673
38578,ItemCF,3,3469419,0.25
38807,UserCF,1,3172480,0.7606
38807,UserCF,2,4047445,0.7606
38807,UserCF,3,2701669,0.7606
38807,ItemCF,1,2701669,1.0062
38807,ItemCF,2,3638094,0.7606
38807,ItemCF,3,3172480,0.7115
38847,UserCF,1,1360561,0.6708
